technology_id,series_id,time,value
676,138,2011,0.928
676,138,2012,0.928
676,138,2013,0.928
676,138,2014,0.928
676,138,2015,0.928
676,138,2016,0.928
676,138,2017,0.928
676,138,2018,0.928
676,138,2019,0.928
676,138,2020,0.928
676,138,2021,0.928
676,138,2022,0.928
676,138,2023,0.928
676,138,2024,0.928
676,138,2025,0.928
676,138,2026,0.928
676,138,2027,0.928
676,138,2028,0.928
676,138,2029,0.928
676,138,2030,0.928
676,138,2031,0.928
676,138,2040,0.928
676,138,2050,0.928
676,138,2060,0.928
676,28,2009,0
676,28,2010,0
676,28,2011,0
676,28,2012,100
676,28,2013,150
676,28,2014,150
676,28,2015,0
676,28,2016,0
676,28,2017,0
676,28,2018,0
676,28,2019,0
676,28,2020,0
676,28,2021,0
676,28,2022,0
676,28,2023,0
676,28,2024,0
676,28,2025,0
676,28,2026,0
676,28,2027,0
676,28,2028,0
676,28,2029,0
676,28,2030,0
676,28,2031,0
676,28,2040,0
676,28,2050,0
676,28,2060,0
676,34,2009,1
676,34,2010,1
676,34,2011,1
676,34,2012,1
676,34,2013,1
676,34,2014,1
676,34,2015,1
676,34,2016,1
676,34,2017,1
676,34,2018,1
676,34,2019,1
676,34,2020,1
676,34,2021,1
676,34,2022,1
676,34,2023,1
676,34,2024,1
676,34,2025,1
676,34,2026,1
676,34,2027,1
676,34,2028,1
676,34,2029,1
676,34,2030,1
676,34,2031,1
676,34,2040,1
676,34,2050,1
676,34,2060,1
676,31,2009,1
676,31,2010,1
676,31,2011,1
676,31,2012,1
676,31,2013,1
676,31,2014,1
676,31,2015,1
676,31,2016,1
676,31,2017,1
676,31,2018,1
676,31,2019,1
676,31,2020,1
676,31,2021,1
676,31,2022,1
676,31,2023,1
676,31,2024,1
676,31,2025,1
676,31,2026,1
676,31,2027,1
676,31,2028,1
676,31,2029,1
676,31,2030,1
676,31,2031,1
676,31,2040,1
676,31,2050,1
676,31,2060,1
686,103,2009,1
686,103,2010,1
686,103,2011,1
686,103,2012,1
686,103,2013,1
